Date,Start time,End time,Employee external ID,Work type external ID,Comments
13/06/17,11:35:48,11:36:12,zeua,cas,"Client: zeup, Order: 8698 / Ad Stock Products Services Register Gumtree Ebay / PF1010.000, Notes: ZWM Pro: This task was forked from another. + It is linked to the same order item, and shares the same meta. + However, you can assign it to different people and give it a different priority. + You can view all other tasks linked to the same order item by clicking View Linked Tasks."
